question_id,answer,model,prompt_variant,sample_idx,is_human,grader_model,thesis_clarity,argumentative_soundness,dialectical_engagement,precision_distinctions,substantive_contribution,example_quality,total,timestamp
Franzn-EvaluativeDiscourseAffective-2020,"**The Architecture of Receptivity: ‘Find’-Constructions as Affective States**

The thesis I wish to defend is that the mental states reported by subjective attitude verbs such as ‘find’—specifically in constructions like ""Holmes finds Saltimbocca tasty"" or ""She finds lying wrong""—are fundamentally non-cognitive states of affective reception. Unlike beliefs, which aim to represent the world as being a certain way, or desires, which aim to change the world, ‘finding’ constitutes a distinct mode of",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,21,False,openrouter/z-ai/glm-4.7,5,6,5,6,6,5,33,2026-02-03T09:36:14.432372
Franzn-EvaluativeDiscourseAffective-2020,"The peculiar behavior of the English verb ‘find’ in constructions like ""Holmes finds Saltimbocca tasty"" presents a promising linguistic frontier for metaethical debate. The central thesis of this response is that the mental states attributed by ‘find’-constructions are constitutively affective and non-cognitive; they belong to the same broad family of conative states—appreciating, loving, hating—that are defined not by their representational content but by their functional role in the agent’s mo",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,23,False,openrouter/z-ai/glm-4.7,5,6,5,5,5,5,31,2026-02-03T09:36:14.432372
Franzn-EvaluativeDiscourseAffective-2020,"The philosopher seeking to understand the nature of evaluative discourse is often struck by a peculiar linguistic feature of our moral and aesthetic vocabulary: the verb ""find."" When we say, ""Holmes finds Saltimbocca tasty"" or ""She finds lying wrong,"" we are not typically reporting a perceptual discovery in the same way we report finding a coin on the street. We are attributing a state of mind that seems inextricably linked to the subject’s orientation toward the world. The precise nature of thi",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,24,False,openrouter/z-ai/glm-4.7,5,6,5,5,5,5,31,2026-02-03T09:36:14.432372
Franzn-EvaluativeDiscourseAffective-2020,"**The Affective Structure of “Finding”: Linguistic Evidence for Expressivism**

The expressivist project in meta-ethics seeks to account for the meaning and function of evaluative language without positing robustly cognitive, truth-apt propositions that correspond to moral facts in the same way that descriptive propositions correspond to natural facts. Instead, the expressivist argues that evaluative statements function primarily to express non-cognitive attitudes—states of approval, disapproval",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,25,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
Franzn-EvaluativeDiscourseAffective-2020,"In the landscape of meta-ethical inquiry, the search for linguistic evidence that settles the debate between cognitivism and expressivism often leads to the contested borderlands of moral psychology and semantics. One of the most intriguing recent developments in this arena is the focus on ""subjective attitude verbs,"" particularly the English verb *find*. When Sherlock Holmes ""finds"" Saltimbocca tasty, or an agent ""finds"" lying wrong, the grammar of the attribution suggests a specific mental sta",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,26,False,openrouter/z-ai/glm-4.7,5,6,5,6,5,6,33,2026-02-03T09:36:14.432372
Franzn-EvaluativeDiscourseAffective-2020,"The philosophical analysis of evaluative language has long been dominated by the tension between cognitivism—the view that moral judgments describe objective facts—and expressivism—the view that they function primarily to express non-cognitive attitudes. A crucial frontier in this debate lies in the semantics of ""subjective attitude verbs"" (SAVs), particularly the English verb *to find*. While seemingly innocuous, the construction ""X finds Y P"" (where P is an evaluative predicate) operates under",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,27,False,openrouter/z-ai/glm-4.7,4,5,5,5,5,5,29,2026-02-03T09:36:14.432372
Franzn-EvaluativeDiscourseAffective-2020,"The Grammar of Valuation: ‘Find’ Constructions and the Case for Non-Cognitive States

In the landscape of meta-ethical inquiry, the search for linguistic evidence that can adjudicate between cognitivism and expressivism often leads to the subtle topography of ordinary language. Among the most promising sites of excavation is the English verb ‘find’ as used in attributions of value, as in the sentences ""Holmes finds Saltimbocca tasty"" or ""She finds lying wrong."" Unlike verbs of pure propositional",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,28,False,openrouter/z-ai/glm-4.7,6,7,6,6,7,6,38,2026-02-03T09:36:14.432372
Franzn-EvaluativeDiscourseAffective-2020,"The relationship between linguistic structure and metaphysical commitment has long been a central concern of analytic philosophy. In meta-ethics, this concern manifests as a debate over whether the grammatical and semantic features of evaluative discourse betray a fundamentally descriptive or expressive function. The verb ""find,"" as used in constructions like ""Holmes finds Saltimbocca tasty"" or ""She finds lying wrong,"" offers a promising linguistic microcosm for testing these competing theories.",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,29,False,openrouter/z-ai/glm-4.7,5,5,4,5,5,5,29,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"In the canon of decision theory, ""Death in Damascus"" stands as a formidable challenge to Causal Decision Theory (CDT). The case presents a scenario where an agent, pursued by Death, must choose between fleeing to Aleppo or staying in Damascus, knowing that Death is a remarkably reliable predictor of their destination. The central philosophical puzzle highlighted by this case—and the specific focus of this inquiry—is the dynamic instability of CDT’s recommendations. Because CDT evaluates the util",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,5,False,openrouter/z-ai/glm-4.7,5,5,4,5,4,4,27,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"In the canon of decision theory, few cases are as evocative or as structurally menacing as the ""Death in Damascus"" dilemma. The case presents a agent confronting an omniscient—or at least remarkably reliable—adversary (Death), who has predicted the agent’s destination before the agent has decided. The agent is faced with a choice: flee to Aleppo or remain in Damascus. Wherever Death predicts the agent will be, Death will be there. If Death fails to predict correctly, the agent survives. For a Ca",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,6,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,4,29,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,The instability of Causal Decision Theory (CDT) in “Death in Damascus” cases—where the prescribed action shifts in tandem with the agent’s shifting probabilities of performing that action—represents a profound challenge to the theory. This is not merely a technical glitch or a curious paradox; it reveals a structural deficiency in how CDT models the relationship between deliberation and action. I will argue that this dependence on act probabilities is indeed a fatal problem for CDT because it vi,openrouter/z-ai/glm-4.7,answer_with_rubric_2k,7,False,openrouter/z-ai/glm-4.7,5,6,5,5,5,5,31,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"The central difficulty in Causal Decision Theory (CDT) revealed by ""Death in Damascus""-style cases is not merely that it offers counterintuitive advice, but that it offers advice that is dynamically unstable. This instability stems from the theory’s reliance on the agent’s current credence in their own actions to evaluate the utility of those very actions. In this essay, I will argue that this dependence on act probabilities is a fatal defect for CDT. It violates the essential requirement of *se",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,8,False,openrouter/z-ai/glm-4.7,5,5,4,5,5,5,29,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"### The Instability of Choice: Why Act-Probability Dependence Dooms Causal Decision Theory

In the canonical decision problem “Death in Damascus,” a merchant meets Death in the marketplace and learns that his demise is imminent. Death, a reliable predictor, informs the merchant that he will be killed in the city the merchant is in that evening—Aleppo or Damascus. The merchant flees to Damascus, believing he has escaped. Upon arriving in Damascus, he sees Death standing there, who explains, “I kn",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,9,False,openrouter/z-ai/glm-4.7,5,5,5,4,4,5,28,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"Causal Decision Theory (CDT) stands as the dominant orthodox theory in normative decision theory, championed primarily for its ability to avoid the pitfalls of Evidential Decision Theory (EDT). Where EDT is accused of recommending ""managing the news"" rather than influencing the world—leading to the infamous ""smoking lesion"" paradox—CDT promises to ground rational choice in the causal efficacy of one’s actions. By evaluating acts based on their causal consequences, utilizing unconditional probabi",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,10,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,4,29,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"Causal Decision Theory (CDT) stands as one of the most influential frameworks in normative decision theory, prized for its intuitive handling of ""Newcomb-like"" problems where an agent’s action is merely evidence of a favorable state rather than a cause of it. By evaluating acts based on their causal efficacy—specifically, using unconditional probabilities for states that are not causally downstream of the act—CDT seeks to avoid the ""magic"" of influencing the past through mere correlation. Howeve",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,11,False,openrouter/z-ai/glm-4.7,5,6,5,5,6,6,33,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"The central dilemma of Causal Decision Theory (CDT) is not merely that it sometimes fails to maximize utility, but that it often fails to prescribe a stable course of action. In the classic ""Death in Damascus"" case, as formulated by Gibbard and Harper, we encounter a scenario where the rational recommendation of CDT appears to chase its own tail, shifting continuously as the agent deliberates. The problem, simply put, is that CDT’s evaluation of an act—its expected utility—depends on the agent’s",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,12,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,6,31,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"In the canon of decision theory, the ""Death in Damascus"" case stands as a pivotal counterexample, not merely challenging specific formulations of Causal Decision Theory (CDT), but threatening to expose a fundamental instability at the heart of the causal approach to rationality. The case presents a scenario where the utility of an act is inextricably linked to the agent’s probability of performing that act. As the agent deliberates, shifting their credence in their own potential actions, the cal",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,13,False,openrouter/z-ai/glm-4.7,5,5,4,5,4,5,28,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"The problem of ""instability"" in Causal Decision Theory (CDT), most famously dramatized in the ""Death in Damascus"" case, represents a profound challenge to the theory’s coherence. I will argue that the dependence of CDT’s recommendations on the agent’s own current act probabilities is not merely a technical glitch or a quirk of exotic decision problems, but a fundamental defect. It reveals that CDT fails to provide a coherent normative standard for deliberation because it cannot distinguish betwe",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,14,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"The dependence of Causal Decision Theory’s (CDT) recommendations on an agent’s current act probabilities in cases like Death in Damascus represents a profound and perhaps fatal deficiency in the theory. It reveals that CDT, in its standard formulation, fails to provide a stable normative standard for deliberating agents. This dependence is a problem because it renders the theory’s recommendations **path-dependent** and **dynamically unstable**, reducing the theory to a mere description of the ag",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,15,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"**The Instability of Agency: Causal Decision Theory and the Trap of Dynamic Deliberation**

Causal Decision Theory (CDT) stands as the dominant orthodoxy in normative decision theory, prized for its rigorous adherence to the intuitive principle that an agent should only care about the causal consequences of their actions. By evaluating acts based on their causal efficacy—specifically, using unconditional probabilities for states that are not causally downstream of the act—CDT elegantly avoids th",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,16,False,openrouter/z-ai/glm-4.7,5,5,6,5,5,5,31,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"### The Instability of Agency: A Critical Examination of Act-Probability Dependence in Causal Decision Theory

**Thesis Statement**
The dependence of Causal Decision Theory’s (CDT) recommendations on the agent’s current act-probabilities constitutes a fundamental, and arguably fatal, deficiency in the theory. This phenomenon reveals that CDT fails to provide a coherent account of **dynamic deliberation**, violating the necessity of stable intentions for rational action. Rather than being a mere ",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,17,False,openrouter/z-ai/glm-4.7,5,5,4,5,5,5,29,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"**The Instability of Agency: Why Act-Probability Dependence Undermines Causal Decision Theory**

**Introduction**

Causal Decision Theory (CDT) stands as the dominant orthodoxy in normative decision theory, prescribing that agents maximize expected utility calculated via unconditional probabilities of states. In standard decision problems, the state of the world is independent of the agent's current deliberation; the weather cares not for your umbrella choice. However, in ""Death in Damascus""-sty",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,18,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,4,29,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"**The Deliberative Instability of Causal Decision Theory**

The paradoxical case of ""Death in Damascus"" poses a profound challenge to Causal Decision Theory (CDT). In these scenarios, an agent must choose between two options (e.g., traveling to Aleppo or Damascus) knowing that a malevolent predictor (Death) has anticipated their choice and awaits them there. The defining feature of these cases is that the predictor’s accuracy is sufficiently high to render the standard CDT prescription—maximizin",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,19,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"The dependence of Causal Decision Theory’s (CDT) recommendations on shifting act probabilities in cases like ""Death in Damascus"" constitutes a profound and arguably fatal flaw in the theory. This dependence is not merely a technical quirk of calculation but reveals a fundamental instability at the heart of the causal approach to rational deliberation. In what follows, I will argue that this instability violates the essential normative requirement of *deliberative coherence*: a decision theory mu",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,20,False,openrouter/z-ai/glm-4.7,5,6,6,5,5,5,32,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"### The Instability of Deliberation: Why Act-Probability Dependence Threatens Causal Decision Theory

The dilemma faced by the merchant in the city of Damascus is one of the most striking metaphors in decision theory. Confronted by Death, who has predicted his destination, the merchant finds himself in a trap where his very deliberation seems to poison his prospects. If he resolves to go to Aleppo, he realizes Death has likely predicted this and awaits him there; if he resolves to stay in Damasc",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,21,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"The problem of ""instability"" in Causal Decision Theory (CDT), most famously illustrated by the ""Death in Damascus"" case, strikes at the very heart of what a decision theory is supposed to do. A decision theory is not merely a descriptive model of how agents calculate utilities in a vacuum; it is a normative guide for action. It must tell an agent not only what is rational to believe about a course of action, but what is rational to *do*. The central issue in Death in Damascus is that CDT’s verdi",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,22,False,openrouter/z-ai/glm-4.7,5,5,5,6,6,6,33,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"Causal Decision Theory (CDT) stands as one of the most prominent frameworks in normative decision theory, prized for its commitment to the intuition that rational choice should be guided by the causal consequences of one’s actions. By evaluating acts based on their causal efficacy—using the expected utility formula that incorporates unconditional probabilities for states not causally downstream of the act—CDT elegantly avoids the pitfalls of ""managing the news"" that plague Evidential Decision Th",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,23,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"**Causal Decision Theory, Deliberative Instability, and the Self-Defeating Nature of Unconditional Probabilities**

Causal Decision Theory (CDT) stands as the dominant orthodoxy in normative decision theory, primarily because it promises to preserve the intuitive distinction between causation and correlation. By evaluating acts based on their causal efficacy rather than their evidential import, CDT avoids the pitfalls of ""doing the right thing for the wrong reason"" that plague Evidential Decisio",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,24,False,openrouter/z-ai/glm-4.7,5,6,5,5,5,5,31,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"In the formidable lexicon of decision theory, few cases are as evocative or as structurally devastating as the ""Death in Damascus"" dilemma, originally formulated by Gibbard and Harper. At its heart, this case presents a conflict between Causal Decision Theory (CDT) and the intuitive demands of rational deliberation when an agent faces a predictor whose forecasts are correlated with the agent's actions. The specific focus of our inquiry is a peculiar and troubling feature of CDT in these scenario",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,25,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"**The Deliberative Instability of Causal Decision Theory: A Crisis of Normative Authority**

The dilemma of ""Death in Damascus"" presents one of the most formidable challenges to Causal Decision Theory (CDT). In these scenarios, an agent faces a choice between two actions—typically, going to Aleppo or Damascus—while being stalked by Death, who possesses a reliable (though imperfect) predictive mechanism. Death awaits the agent in the city he predicts the agent will choose. The core problem for CD",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,26,False,openrouter/z-ai/glm-4.7,5,6,5,6,5,5,32,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"Causal Decision Theory (CDT) stands as one of the most influential frameworks in normative decision theory, prized for its clear-eyed commitment to the intuition that rational choice should be sensitive to the causal consequences of one’s actions rather than merely their correlations. By evaluating acts based on their causal impact—using unconditional probabilities for states that are not causally downstream of the act—CDT aims to shield the agent from being manipulated by mere news. However, th",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,27,False,openrouter/z-ai/glm-4.7,5,6,5,6,6,6,34,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"The instability of Causal Decision Theory (CDT) in cases like ""Death in Damascus"" constitutes a profound theoretical crisis for the theory. While CDT is often lauded for its intuitive handling of common decision problems—such as the Prisoner’s Dilemma or Newcomb’s problem—its reliance on unconditional probabilities leads to a breakdown of rational agency in scenarios where states of the world depend on the agent’s present inclinations. I will argue that the dependence of CDT’s recommendations on",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,28,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,6,31,2026-02-03T09:36:14.432372
GALLOW-CAUSALDECISIONTHEORISTS-2020,"### The Instability of Deliberation: Why Causal Decision Theory Fails the Test of Action

In the landscape of decision theory, the ""Death in Damascus"" case stands as a formidable challenge, exposing the fissures in the foundations of Causal Decision Theory (CDT). While CDT’s ambition is to prescribe rational action by isolating the causal efficacy of one’s choices, it faces a devastating objection when applied to scenarios involving predictors: its prescriptions can shift dynamically as the agen",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,29,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"To answer the question of whether acting solely from a desire to do what is morally right can suffice for moral worth, we must first distinguish between a psychological desire for moral rectitude and the rational acknowledgment of the moral law. The charge of ""moral fetishism,"" famously leveled by Michael Stocker and elaborated by others like Barbara Herman and Michael Smith, suggests that an agent motivated solely by duty exhibits a distressing alienation from the genuine values that morality i",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,5,False,openrouter/z-ai/glm-4.7,5,6,6,6,5,5,33,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The question of whether the motive of duty—understood as a strictly *de dicto* desire to do what is morally right—can suffice for moral worth is one of the central fault lines in modern moral philosophy. The objection to such a motive, famously encapsulated by Michael Stocker’s critique of the ""schizophrenia"" of modern ethical theory and Bernard Williams’ charge of ""one thought too many,"" suggests that an agent motivated solely by duty exhibits a kind of moral fetishism. On this view, the dutifu",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,6,False,openrouter/z-ai/glm-4.7,4,5,5,6,5,5,30,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The charge of ""moral fetishism"" remains one of the most potent critiques of Kantian ethics in contemporary moral philosophy. Articulated forcefully by Michael Stocker and Bernard Williams, the objection suggests that an agent motivated solely by the desire to do what is morally right is not only deficient in virtue but is positively alienated from the genuine values that constitute the moral life. They argue that the person who visits a friend in the hospital ""because it is their duty"" rather th",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,7,False,openrouter/z-ai/glm-4.7,5,6,6,6,6,5,34,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The intuition that the person who rescues a child from a burning building because they care deeply for the child is morally superior to the person who does so solely because they believe it is their duty is a powerful one. It lies at the heart of the objection to Kantian ethics known as the ""moral fetishism"" or ""alienation"" critique. This objection, championed by philosophers like Michael Stocker and Lawrence Blum, suggests that an agent motivated solely by a de dicto desire to do what is right ",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,8,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The question of whether the motive of duty—a de dicto desire to do what is morally right—can suffice for moral worth is one of the most persistent and vexing issues in modern moral philosophy. It strikes at the heart of the distinction between deontological and virtue-oriented ethics, asking whether the praiseworthiness of an action derives from the agent’s adherence to the moral law itself or from their engagement with the concrete human values that the law protects. Critics like Michael Stocke",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,9,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,4,29,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The accusation of ""moral fetishism"" represents one of the most potent critiques in modern moral philosophy, targeting the very heart of the Kantian tradition. The charge, leveled most notably by Michael Stocker and later developed by philosophers like Lawrence Blum, suggests that an agent who acts solely from a ""de dicto"" desire to do what is morally right is not just cold or mechanical, but deeply morally defective. Such an agent, it is argued, ignores the flesh-and-blood reality of the moral s",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,10,False,openrouter/z-ai/glm-4.7,5,6,6,6,6,5,34,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"To act from the motive of duty is, for many, the paradigm of moral sterility. It conjures the image of the rigid bureaucrat or the icy formalist who helps a friend not out of love or sympathy, but merely because the moral ledger demands it. This intuition, famously articulated by Michael Stocker and Bernard Williams, charges that the Kantian agent—who acts from the desire to do what is morally right—suffers from a ""schizophrenia"" of modern ethical theory. Such an agent is accused of ""moral fetis",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,11,False,openrouter/z-ai/glm-4.7,5,6,6,6,5,5,33,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The intuition that acting solely from the motive of duty is somehow deficient—that it represents a ""moral fetishism"" or a cold alienation from the true human goods of morality—is a powerful and persuasive one. It resonates deeply with our literary and cultural archetypes. We imagine the dutiful man as the rigid bureaucrat, the cold prig, or the stoic figure who visits a friend in the hospital not out of love or care, but merely because he has checked his moral ledger and determined that visiting",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,12,False,openrouter/z-ai/glm-4.7,5,5,5,5,4,4,28,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The question of whether acting solely from the desire to do what is morally right can constitute a morally worthy action strikes at the heart of the distinction between deontological and consequentialist ethics, and more broadly, at the tension between reason and sentiment in moral psychology. The ""moral fetishist"" objection—most prominently articulated by Michael Stocker and Bernard Williams—charges that the agent who acts strictly from duty, or from a de dicto desire to do what is right, is al",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,13,False,openrouter/z-ai/glm-4.7,5,6,5,5,5,5,31,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The tension between the motive of duty and the demands of genuine moral concern represents one of the most persistent fault lines in modern ethical theory. On one side stands the Kantian tradition, which elevates the good will—acting from duty—as the supreme condition of moral worth. On the other stands a ""Humean"" or Aristotelian intuition, powerfully articulated by critics like Michael Stocker and Bernard Williams, that the motive of duty is psychologically cold and morally alienating. Accordin",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,14,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The accusation of ""moral fetishism"" represents one of the most potent challenges to Kantian ethics and to any deontological framework that prioritizes the motive of duty. The charge, leveled most forcefully by Michael Stocker and Bernard Williams, asserts that an agent who acts solely from the desire to do what is right is somehow morally deficient. Such an agent, critics argue, is alienated from the true values that morality aims to protect—such as human welfare, friendship, or love—and is inst",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,15,False,openrouter/z-ai/glm-4.7,5,5,6,5,5,6,32,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"**The Architecture of Moral Worth: Duty, Fetishism, and the Authority of Reasons**

The question of whether the motive of duty—understood as a de dicto desire to do what is morally right—can suffice for moral worth is one of the most persistent and charged disputes in modern ethical theory. The accusation that such a motive constitutes a ""moral fetishism,"" famously leveled by Michael Stocker and elaborated by critics like Bernard Williams and Michael Smith, strikes a deep intuitive chord. We fee",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,16,False,openrouter/z-ai/glm-4.7,5,5,5,5,4,4,28,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The debate over whether the motive of duty—a de dicto desire to do what is morally right—can suffice for moral worth is one of the most persistent tensions in ethical theory. It pits the austere rationalism of the Kantian tradition against the demanding particularism of virtue ethics and consequentialist critiques of ""moral fetishism."" Critics such as Michael Stocker, Bernard Williams, and Michael Smith have argued that an agent who acts solely because they believe an action is right exhibits a ",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,17,False,openrouter/z-ai/glm-4.7,5,6,6,6,6,5,34,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The question of whether the motive of duty—understood as a *de dicto* desire to do what is morally right—can suffice for moral worth is one of the most persistent tensions in modern moral philosophy. It pits the Kantian emphasis on rationality and the priority of the right against the Aristotelian (and Humean) insistence that moral action must be rooted in the concrete particulars of human life, such as welfare, character, and affection. Critics like Michael Stocker, Bernard Williams, and Michae",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,18,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"**The Architecture of Moral Worth: Reclaiming the Motive of Duty**

The accusation that the motive of duty constitutes ""moral fetishism"" represents one of the most potent challenges to deontological ethics in contemporary moral philosophy. Critics such as Michael Stocker, Bernard Williams, and Michael Smith have argued that an agent who acts solely from a desire to do what is right is not only deficient in virtue but is fundamentally alienated from the genuine reasons that make actions right. On",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,19,False,openrouter/z-ai/glm-4.7,5,6,6,6,5,5,33,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The question of whether the motive of duty—the de dicto desire to do what is morally right—can suffice for moral worth is one of the most persistent and vexing issues in modern ethical theory. It forces us to confront a deep tension in our moral psychology: the tension between the warmth of human affection and the cold rigor of principle. Critics of Kantian ethics, such as Michael Stocker and Bernard Williams, have argued that an agent motivated solely by duty suffers from a kind of ""moral schiz",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,20,False,openrouter/z-ai/glm-4.7,5,5,4,5,4,4,27,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,"The charge of ""moral fetishism,"" most notably leveled by Michael Stocker and developed by Lawrence Blum and Bernard Williams, represents one of the most potent intuitive objections to Kantian ethics. The objection targets the motive of duty—specifically, a *de dicto* desire to do what is morally right. The critic argues that an agent who acts solely because they believe an action is right is missing the point of morality. They are focused on the abstract property of ""rightness"" rather than the c",openrouter/z-ai/glm-4.7,answer_with_rubric_2k,21,False,openrouter/z-ai/glm-4.7,5,6,5,6,6,5,33,2026-02-03T09:36:14.432372
ISSEROW-MORALWORTH-2020,The question of whether acting solely from the motive of duty—the de dicto desire to do what is morally right—can suffice for moral worth is one of the most persistent tensions in moral psychology. It represents a clash between the demand for impartial rationality characteristic of Kantian ethics and the demand for authentic engagement characteristic of virtue ethics and particularism. Critics like Michael Stocker and Bernard Williams have famously argued that the motive of duty induces a kind o,openrouter/z-ai/glm-4.7,answer_with_rubric_2k,22,False,openrouter/z-ai/glm-4.7,5,5,5,5,5,5,30,2026-02-03T09:36:14.432372
